l_leadid,l_source,l_receivedat,l_firstname,l_lastname,l_phone,l_email,l_consentsms,l_consentcall,l_propertyzip,l_leadtype,l_status,o_attempt_id,o_lead_id,o_channel,o_attempted_at,o_status,o_agent_id,error
L-20096,HomeFlow,2026-05-09 8:05:00,Robert,Anderson,816.384.9937,robert.anderson58@example.com,TRUE,TRUE,43215,seller,new,A-1195,L-20096,call,2026-05-09 13:14:00,completed,AGT-123,
L-20199,LeadBridge,2026-05-05 7:58:00,Emily,Taylor,2613455584,emily.taylor67@example.com,TRUE,TRUE,28269,buyer,new,A-1365,L-20199,call,2026-05-05 13:19:00,no_answer,AGT-106,
L-20199,LeadBridge,2026-05-05 7:58:00,Emily,Taylor,2613455584,emily.taylor67@example.com,TRUE,TRUE,28269,buyer,new,A-1366,L-20199,sms,2026-05-05 13:38:00,delivered,AGT-106,
L-20199,LeadBridge,2026-05-05 7:58:00,Emily,Taylor,2613455584,emily.taylor67@example.com,TRUE,TRUE,28269,buyer,new,A-1367,L-20199,call,2026-05-05 21:19:00,completed,AGT-106,
L-20142,HomeFlow,2026-05-14 16:38:00,Robert,Jackson,(941) 395-1844,,TRUE,TRUE,85032,seller,new,A-1254,L-20142,call,2026-05-14 16:43:00,no_answer,AGT-108,
L-20142,HomeFlow,2026-05-14 16:38:00,Robert,Jackson,(941) 395-1844,,TRUE,TRUE,85032,seller,new,A-1255,L-20142,sms,2026-05-14 17:01:00,delivered,AGT-108,
L-20200,LeadBridge,2026-05-07 11:16:00,Kevin,Martin,+12636453141,kevin.martin51@example.com,TRUE,TRUE,28269,buyer,new,A-1368,L-20200,call,2026-05-07 14:35:00,completed,AGT-115,
L-20073,SellFast Direct,2026-05-10 14:21:00,James,Williams,964.743.4524,james.williams42@example.com,TRUE,TRUE,75217,seller,new,A-1151,L-20073,call,2026-05-10 14:23:00,completed,AGT-110,
L-20117,OfferNest,2026-05-14 4:41:00,Laura,Clark,792.791.4728,laura.clark22@example.com,TRUE,TRUE,75217,buyer,new,,,,,,,lead.csv only
L-20074,SellFast Direct,2026-05-14 13:31:00,Ashley,Johnson,890.283.5458,ashley.johnson28@example.com,TRUE,TRUE,78704,seller,new,A-1152,L-20074,call,2026-05-14 13:39:00,completed,AGT-108,
L-20168,OfferNest,2026-05-15 16:56:00,Sarah,Perez,8736427481,sarah.perez76@example.com,TRUE,TRUE,43215,seller,new,A-1315,L-20168,sms,2026-05-15 17:01:00,failed_err30006_landline,AGT-114,
L-20168,OfferNest,2026-05-15 16:56:00,Sarah,Perez,8736427481,sarah.perez76@example.com,TRUE,TRUE,43215,seller,new,A-1316,L-20168,sms,2026-05-15 17:08:00,failed_err30006_landline,AGT-114,
L-20168,OfferNest,2026-05-15 16:56:00,Sarah,Perez,8736427481,sarah.perez76@example.com,TRUE,TRUE,43215,seller,new,A-1317,L-20168,sms,2026-05-15 17:15:00,failed_err30006_landline,AGT-114,
L-20131,OfferNest,2026-05-08 12:00:00,Emily,White,762-682-9806,emily.white98@example.com,FALSE,TRUE,75217,seller,new,A-1227,L-20131,call,2026-05-08 12:10:00,no_answer,AGT-129,
L-20131,OfferNest,2026-05-08 12:00:00,Emily,White,762-682-9806,emily.white98@example.com,FALSE,TRUE,75217,seller,new,A-1228,L-20131,sms,2026-05-08 12:24:00,delivered,AGT-129,
L-20131,OfferNest,2026-05-08 12:00:00,Emily,White,762-682-9806,emily.white98@example.com,FALSE,TRUE,75217,seller,new,A-1229,L-20131,call,2026-05-08 18:10:00,completed,AGT-129,
L-20017,LeadBridge,2026-05-14 17:19:00,Scott,Hernandez,(444) 471-7484,scott.hernandez10@example.com,TRUE,TRUE,89108,seller,new,A-1035,L-20017,call,2026-05-14 17:22:00,completed,AGT-135,
L-20038,AgentMatch Pro,2026-05-13 17:24:00,Robert,Rodriguez,661-449-8613,robert.rodriguez42@example.com,TRUE,TRUE,89108,seller,new,A-1079,L-20038,call,2026-05-13 17:31:00,completed,AGT-117,
L-20040,ListingLoop,2026-05-13 12:30:00,Karen,Wilson,908.449.6016,karen.wilson96@example.com,TRUE,TRUE,28269,seller,new,A-1081,L-20040,call,2026-05-13 12:39:00,completed,AGT-118,
L-20149,SellFast Direct,2026-05-05 1:34:00,Matt,Lopez,261.832.8916,matt.lopez3@example.com,TRUE,TRUE,43215,seller,new,A-1272,L-20149,call,2026-05-05 1:41:00,no_answer,AGT-118,
L-20149,SellFast Direct,2026-05-05 1:34:00,Matt,Lopez,261.832.8916,matt.lopez3@example.com,TRUE,TRUE,43215,seller,new,A-1273,L-20149,sms,2026-05-05 1:46:00,delivered,AGT-118,
L-20149,SellFast Direct,2026-05-05 1:34:00,Matt,Lopez,261.832.8916,matt.lopez3@example.com,TRUE,TRUE,43215,seller,new,A-1274,L-20149,call,2026-05-05 6:41:00,no_answer,AGT-118,
L-20097,HomeFlow,2026-05-12 19:47:00,Laura,Johnson,276.887.7655,laura.johnson19@example.com,TRUE,TRUE,89108,seller,new,A-1196,L-20097,call,2026-05-12 19:51:00,completed,AGT-105,
L-20110,OfferNest,2026-05-11 21:18:00,Amanda,Lee,(869) 888-8710,,TRUE,TRUE,43215,seller,new,,,,,,,lead.csv only
L-20086,ListingLoop,2026-05-11 7:26:00,Sarah,Walker,909.989.3712,sarah.walker57@example.com,TRUE,TRUE,37211,buyer,new,A-1173,L-20086,call,2026-05-11 7:31:00,completed,AGT-135,
L-20029,SellFast Direct,2026-05-13 18:57:00,Matt,Thompson,7437726198,matt.thompson71@example.com,TRUE,TRUE,30318,buyer,new,A-1060,L-20029,call,2026-05-13 19:06:00,no_answer,AGT-117,
L-20029,SellFast Direct,2026-05-13 18:57:00,Matt,Thompson,7437726198,matt.thompson71@example.com,TRUE,TRUE,30318,buyer,new,A-1061,L-20029,sms,2026-05-13 19:17:00,delivered,AGT-117,
L-20130,OfferNest,2026-05-07 17:00:00,Brian,Young,+19209886095,brian.young38@example.com,TRUE,TRUE,75217,seller,new,A-1225,L-20130,call,2026-05-07 17:05:00,no_answer,AGT-109,
L-20130,OfferNest,2026-05-07 17:00:00,Brian,Young,+19209886095,brian.young38@example.com,TRUE,TRUE,75217,seller,new,A-1226,L-20130,sms,2026-05-07 17:22:00,delivered,AGT-109,
L-20079,LeadBridge,2026-05-16 17:31:00,Sarah,Lee,3569782234,sarah.lee75@example.com,TRUE,TRUE,75217,seller,new,A-1159,L-20079,call,2026-05-16 17:43:00,completed,AGT-121,
L-20193,LeadBridge,2026-05-09 9:47:00,Laura,Walker,(938) 465-3735,laura.walker35@example.com,TRUE,TRUE,63101,seller,new,A-1353,L-20193,call,2026-05-09 15:23:00,completed,AGT-128,
L-20181,AgentMatch Pro,2026-05-13 9:36:00,Amanda,Rodriguez,(530) 490-6533,amanda.rodriguez44@example.com,TRUE,TRUE,63101,seller,new,A-1334,L-20181,call,2026-05-13 9:48:00,no_answer,AGT-130,
L-20113,OfferNest,2026-05-15 13:23:00,Laura,Hernandez,(771) 574-3363,laura.hernandez65@example.com,TRUE,TRUE,63101,seller,new,,,,,,,lead.csv only
L-20023,ListingLoop,2026-05-12 13:43:00,Chris,Rodriguez,(271) 485-6753,chris.rodriguez4@example.com,,TRUE,37211,seller,new,A-1050,L-20023,call,2026-05-12 13:54:00,completed,AGT-117,
L-20023,ListingLoop,2026-05-12 13:43:00,Chris,Rodriguez,(271) 485-6753,chris.rodriguez4@example.com,,TRUE,37211,seller,new,A-1051,L-20023,call,2026-05-12 20:54:00,no_answer,AGT-117,
L-20174,HomeFlow,2026-05-07 15:18:00,Laura,Clark,425.499.1535,laura.clark59@example.com,TRUE,TRUE,89108,seller,new,A-1327,L-20174,call,2026-05-07 15:29:00,no_answer,AGT-108,
L-20084,OfferNest,2026-05-14 17:27:00,Megan,White,+19569019624,,TRUE,TRUE,30318,seller,new,A-1171,L-20084,call,2026-05-14 17:34:00,completed,AGT-132,
L-20063,OfferNest,2026-05-04 11:31:00,Lisa,Perez,618-319-3290,lisa.perez69@example.com,TRUE,TRUE,43215,buyer,new,A-1128,L-20063,call,2026-05-04 11:38:00,no_answer,AGT-135,
L-20063,OfferNest,2026-05-04 11:31:00,Lisa,Perez,618-319-3290,lisa.perez69@example.com,TRUE,TRUE,43215,buyer,new,A-1129,L-20063,sms,2026-05-04 11:45:00,delivered,AGT-135,
L-20158,HomeFlow,2026-05-08 14:09:00,Megan,Wilson,3733425405,,FALSE,TRUE,37211,buyer,new,A-1289,L-20158,call,2026-05-08 14:15:00,no_answer,AGT-131,
L-20158,HomeFlow,2026-05-08 14:09:00,Megan,Wilson,3733425405,,FALSE,TRUE,37211,buyer,new,A-1290,L-20158,sms,2026-05-08 14:18:00,delivered,AGT-131,
L-20056,OfferNest,2026-05-08 12:23:00,Scott,Martinez,229.247.6314,scott.martinez53@example.com,TRUE,TRUE,30318,seller,new,A-1114,L-20056,call,2026-05-08 12:27:00,no_answer,AGT-106,
L-20056,OfferNest,2026-05-08 12:23:00,Scott,Martinez,229.247.6314,scott.martinez53@example.com,TRUE,TRUE,30318,seller,new,A-1115,L-20056,sms,2026-05-08 12:42:00,delivered,AGT-106,
L-20056,OfferNest,2026-05-08 12:23:00,Scott,Martinez,229.247.6314,scott.martinez53@example.com,TRUE,TRUE,30318,seller,new,A-1116,L-20056,call,2026-05-08 15:27:00,no_answer,AGT-106,
L-20094,LeadBridge,2026-05-04 12:59:00,Matt,Johnson,5004061717,matt.johnson70@example.com,TRUE,TRUE,37211,seller,new,A-1189,L-20094,call,2026-05-04 13:11:00,completed,AGT-113,
L-20021,ListingLoop,2026-05-07 17:06:00,Heather,Lewis,240.566.4441,heather.lewis53@example.com,TRUE,TRUE,30318,seller,new,A-1044,L-20021,call,2026-05-07 17:10:00,voicemail,AGT-112,
L-20021,ListingLoop,2026-05-07 17:06:00,Heather,Lewis,240.566.4441,heather.lewis53@example.com,TRUE,TRUE,30318,seller,new,A-1045,L-20021,sms,2026-05-07 17:13:00,delivered,AGT-112,
L-20021,ListingLoop,2026-05-07 17:06:00,Heather,Lewis,240.566.4441,heather.lewis53@example.com,TRUE,TRUE,30318,seller,new,A-1046,L-20021,call,2026-05-07 21:10:00,no_answer,AGT-112,
L-20018,HomeFlow,2026-05-08 9:28:00,John,Jones,557.270.5002,john.jones79@example.com,FALSE,TRUE,63101,seller,new,A-1036,L-20018,call,2026-05-08 9:40:00,voicemail,AGT-107,
L-20018,HomeFlow,2026-05-08 9:28:00,John,Jones,557.270.5002,john.jones79@example.com,FALSE,TRUE,63101,seller,new,A-1037,L-20018,call,2026-05-08 12:40:00,no_answer,AGT-107,
L-20042,LeadBridge,2026-05-08 7:03:00,Nancy,Garcia,5092149751,nancy.garcia17@example.com,TRUE,TRUE,78704,seller,new,A-1083,L-20042,call,2026-05-08 7:14:00,no_answer,AGT-119,
L-20042,LeadBridge,2026-05-08 7:03:00,Nancy,Garcia,5092149751,nancy.garcia17@example.com,TRUE,TRUE,78704,seller,new,A-1084,L-20042,sms,2026-05-08 7:31:00,delivered,AGT-119,
L-20042,LeadBridge,2026-05-08 7:03:00,Nancy,Garcia,5092149751,nancy.garcia17@example.com,TRUE,TRUE,78704,seller,new,A-1085,L-20042,call,2026-05-08 9:14:00,completed,AGT-119,
L-20039,AgentMatch Pro,2026-05-07 8:15:00,Paul,Lee,918-482-1166,paul.lee98@example.com,TRUE,TRUE,89108,buyer,new,A-1080,L-20039,call,2026-05-07 8:24:00,completed,AGT-102,
L-20044,HomeFlow,2026-05-13 16:03:00,Daniel,Thomas,653-504-8025,daniel.thomas98@example.com,TRUE,TRUE,85032,seller,new,A-1088,L-20044,call,2026-05-13 16:15:00,completed,AGT-106,
L-20013,LeadBridge,2026-05-07 15:28:00,Daniel,Harris,547-311-5073,daniel.harris60@example.com,TRUE,TRUE,78704,buyer,new,A-1027,L-20013,call,2026-05-07 15:38:00,completed,AGT-107,
L-20194,LeadBridge,2026-05-11 14:32:00,Robert,Rodriguez,929.790.2262,robert.rodriguez64@example.com,TRUE,TRUE,30318,seller,new,A-1354,L-20194,call,2026-05-11 17:22:00,no_answer,AGT-117,
L-20194,LeadBridge,2026-05-11 14:32:00,Robert,Rodriguez,929.790.2262,robert.rodriguez64@example.com,TRUE,TRUE,30318,seller,new,A-1355,L-20194,sms,2026-05-11 17:28:00,delivered,AGT-117,
L-20194,LeadBridge,2026-05-11 14:32:00,Robert,Rodriguez,929.790.2262,robert.rodriguez64@example.com,TRUE,TRUE,30318,seller,new,A-1356,L-20194,call,2026-05-11 23:22:00,completed,AGT-117,
L-20051,ListingLoop,2026-05-08 15:45:00,Matt,Brown,863-357-9165,matt.brown61@example.com,TRUE,TRUE,89108,seller,new,A-1103,L-20051,call,2026-05-08 15:53:00,voicemail,AGT-113,
L-20051,ListingLoop,2026-05-08 15:45:00,Matt,Brown,863-357-9165,matt.brown61@example.com,TRUE,TRUE,89108,seller,new,A-1104,L-20051,sms,2026-05-08 16:12:00,delivered,AGT-113,
L-20134,ListingLoop,2026-05-12 7:59:00,Kevin,Williams,(246) 633-6644,kevin.williams61@example.com,TRUE,TRUE,37211,buyer,new,A-1234,L-20134,call,2026-05-12 8:08:00,no_answer,AGT-125,
L-20134,ListingLoop,2026-05-12 7:59:00,Kevin,Williams,(246) 633-6644,kevin.williams61@example.com,TRUE,TRUE,37211,buyer,new,A-1235,L-20134,sms,2026-05-12 8:28:00,delivered,AGT-125,
L-20134,ListingLoop,2026-05-12 7:59:00,Kevin,Williams,(246) 633-6644,kevin.williams61@example.com,TRUE,TRUE,37211,buyer,new,A-1236,L-20134,call,2026-05-12 16:08:00,completed,AGT-125,
L-20124,OfferNest,2026-05-08 11:00:00,Michael,Brown,830-958-4920,michael.brown68@example.com,TRUE,TRUE,85032,seller,new,A-1212,L-20124,call,2026-05-08 11:03:00,completed,AGT-127,
L-20048,OfferNest,2026-05-11 12:26:00,John,Garcia,+17996469056,john.garcia21@example.com,TRUE,TRUE,43215,buyer,new,A-1098,L-20048,call,2026-05-11 12:32:00,voicemail,AGT-126,
L-20048,OfferNest,2026-05-11 12:26:00,John,Garcia,+17996469056,john.garcia21@example.com,TRUE,TRUE,43215,buyer,new,A-1099,L-20048,sms,2026-05-11 12:52:00,delivered,AGT-126,
L-20048,OfferNest,2026-05-11 12:26:00,John,Garcia,+17996469056,john.garcia21@example.com,TRUE,TRUE,43215,buyer,new,A-1100,L-20048,call,2026-05-11 14:32:00,completed,AGT-126,
L-20143,SellFast Direct,2026-05-15 8:38:00,Robert,Jackson,+19413951844,robert.jackson43@example.com,TRUE,TRUE,63101,seller,new,A-1256,L-20143,call,2026-05-15 8:49:00,no_answer,AGT-114,
L-20143,SellFast Direct,2026-05-15 8:38:00,Robert,Jackson,+19413951844,robert.jackson43@example.com,TRUE,TRUE,63101,seller,new,A-1257,L-20143,sms,2026-05-15 8:59:00,delivered,AGT-114,
L-20143,SellFast Direct,2026-05-15 8:38:00,Robert,Jackson,+19413951844,robert.jackson43@example.com,TRUE,TRUE,63101,seller,new,A-1258,L-20143,call,2026-05-15 16:49:00,completed,AGT-114,
L-20187,LeadBridge,2026-05-09 13:20:00,Michael,Clark,+13268037291,michael.clark32@example.com,TRUE,TRUE,78704,seller,new,A-1340,L-20187,call,2026-05-09 17:51:00,no_answer,AGT-139,
L-20187,LeadBridge,2026-05-09 13:20:00,Michael,Clark,+13268037291,michael.clark32@example.com,TRUE,TRUE,78704,seller,new,A-1341,L-20187,sms,2026-05-09 18:03:00,delivered,AGT-139,
L-20111,OfferNest,2026-05-14 4:46:00,Nancy,Clark,+16125741741,nancy.clark25@example.com,TRUE,TRUE,32801,seller,new,,,,,,,lead.csv only
L-20068,SellFast Direct,2026-05-14 7:03:00,Laura,Young,(874) 733-5941,laura.young55@example.com,,TRUE,89108,buyer,new,A-1137,L-20068,call,2026-05-14 7:06:00,completed,AGT-106,
L-20068,SellFast Direct,2026-05-14 7:03:00,Laura,Young,(874) 733-5941,laura.young55@example.com,,TRUE,89108,buyer,new,A-1138,L-20068,call,2026-05-14 11:06:00,completed,AGT-106,
L-20109,OfferNest,2026-05-16 16:56:00,Lisa,Taylor,223.292.7442,lisa.taylor28@example.com,TRUE,TRUE,28269,seller,new,,,,,,,lead.csv only
L-20141,HomeFlow,2026-05-15 21:26:00,Maria,Lopez,858-887-7244,maria.lopez39@example.com,TRUE,TRUE,89108,seller,new,A-1252,L-20141,call,2026-05-15 21:31:00,no_answer,AGT-122,
L-20141,HomeFlow,2026-05-15 21:26:00,Maria,Lopez,858-887-7244,maria.lopez39@example.com,TRUE,TRUE,89108,seller,new,A-1253,L-20141,sms,2026-05-15 21:48:00,delivered,AGT-122,
L-20164,HomeFlow,2026-05-16 13:06:00,Sarah,Perez,+18272457547,,TRUE,TRUE,85032,seller,new,A-1305,L-20164,sms,2026-05-16 13:13:00,failed_err30006_landline,AGT-129,
L-20164,HomeFlow,2026-05-16 13:06:00,Sarah,Perez,+18272457547,,TRUE,TRUE,85032,seller,new,A-1306,L-20164,sms,2026-05-16 13:20:00,failed_err30006_landline,AGT-129,
L-20164,HomeFlow,2026-05-16 13:06:00,Sarah,Perez,+18272457547,,TRUE,TRUE,85032,seller,new,A-1307,L-20164,sms,2026-05-16 13:27:00,failed_err30006_landline,AGT-129,
L-20144,HomeFlow,2026-05-12 14:29:00,Matt,Jackson,8645676053,matt.jackson93@example.com,TRUE,TRUE,28269,seller,new,A-1259,L-20144,call,2026-05-12 14:31:00,no_answer,AGT-117,
L-20144,HomeFlow,2026-05-12 14:29:00,Matt,Jackson,8645676053,matt.jackson93@example.com,TRUE,TRUE,28269,seller,new,A-1260,L-20144,sms,2026-05-12 14:47:00,delivered,AGT-117,
L-20144,HomeFlow,2026-05-12 14:29:00,Matt,Jackson,8645676053,matt.jackson93@example.com,TRUE,TRUE,28269,seller,new,A-1261,L-20144,call,2026-05-12 17:31:00,completed,AGT-117,
L-20118,OfferNest,2026-05-12 22:52:00,Megan,Davis,232-786-2800,megan.davis54@example.com,TRUE,TRUE,43215,seller,new,,,,,,,lead.csv only
L-20154,HomeFlow,2026-05-04 17:17:00,Ashley,Clark,8288097499,ashley.clark58@example.com,,TRUE,85032,seller,new,A-1281,L-20154,call,2026-05-04 17:27:00,no_answer,AGT-125,
L-20154,HomeFlow,2026-05-04 17:17:00,Ashley,Clark,8288097499,ashley.clark58@example.com,,TRUE,85032,seller,new,A-1282,L-20154,sms,2026-05-04 17:35:00,delivered,AGT-125,
L-20076,AgentMatch Pro,2026-05-15 10:32:00,Rachel,Anderson,(379) 332-7229,rachel.anderson46@example.com,TRUE,TRUE,43215,seller,new,A-1154,L-20076,call,2026-05-15 10:40:00,no_answer,AGT-102,
L-20076,AgentMatch Pro,2026-05-15 10:32:00,Rachel,Anderson,(379) 332-7229,rachel.anderson46@example.com,TRUE,TRUE,43215,seller,new,A-1155,L-20076,sms,2026-05-15 10:45:00,delivered,AGT-102,
L-20019,AgentMatch Pro,2026-05-07 18:21:00,Rachel,Jackson,359.478.5616,rachel.jackson34@example.com,TRUE,TRUE,89108,seller,new,A-1038,L-20019,call,2026-05-07 18:23:00,no_answer,AGT-106,
L-20019,AgentMatch Pro,2026-05-07 18:21:00,Rachel,Jackson,359.478.5616,rachel.jackson34@example.com,TRUE,TRUE,89108,seller,new,A-1039,L-20019,sms,2026-05-07 18:34:00,delivered,AGT-106,
L-20019,AgentMatch Pro,2026-05-07 18:21:00,Rachel,Jackson,359.478.5616,rachel.jackson34@example.com,TRUE,TRUE,89108,seller,new,A-1040,L-20019,call,2026-05-07 22:23:00,no_answer,AGT-106,
L-20003,OfferNest,2026-05-09 12:38:00,Greg,Hernandez,3042947224,,TRUE,TRUE,32801,seller,new,A-1003,L-20003,call,2026-05-09 12:46:00,no_answer,AGT-106,
L-20003,OfferNest,2026-05-09 12:38:00,Greg,Hernandez,3042947224,,TRUE,TRUE,32801,seller,new,A-1004,L-20003,sms,2026-05-09 13:00:00,delivered,AGT-106,
L-20003,OfferNest,2026-05-09 12:38:00,Greg,Hernandez,3042947224,,TRUE,TRUE,32801,seller,new,A-1005,L-20003,call,2026-05-09 19:46:00,completed,AGT-106,
L-20016,LeadBridge,2026-05-05 16:04:00,Brian,Garcia,258.720.2312,brian.garcia16@example.com,TRUE,TRUE,85032,seller,new,A-1032,L-20016,call,2026-05-05 16:15:00,no_answer,AGT-106,
L-20016,LeadBridge,2026-05-05 16:04:00,Brian,Garcia,258.720.2312,brian.garcia16@example.com,TRUE,TRUE,85032,seller,new,A-1033,L-20016,sms,2026-05-05 16:34:00,delivered,AGT-106,
L-20016,LeadBridge,2026-05-05 16:04:00,Brian,Garcia,258.720.2312,brian.garcia16@example.com,TRUE,TRUE,85032,seller,new,A-1034,L-20016,call,2026-05-05 20:15:00,completed,AGT-106,
L-20190,LeadBridge,2026-05-08 17:45:00,David,Johnson,2616079300,david.johnson54@example.com,TRUE,TRUE,43215,seller,new,A-1346,L-20190,call,2026-05-08 22:38:00,no_answer,AGT-135,
L-20190,LeadBridge,2026-05-08 17:45:00,David,Johnson,2616079300,david.johnson54@example.com,TRUE,TRUE,43215,seller,new,A-1347,L-20190,sms,2026-05-08 22:45:00,delivered,AGT-135,
L-20190,LeadBridge,2026-05-08 17:45:00,David,Johnson,2616079300,david.johnson54@example.com,TRUE,TRUE,43215,seller,new,A-1348,L-20190,call,2026-05-09 2:38:00,completed,AGT-135,
L-20161,HomeFlow,2026-05-17 19:25:00,Kevin,Lewis,448-533-7161,kevin.lewis73@example.com,TRUE,TRUE,75217,seller,new,A-1296,L-20161,sms,2026-05-17 19:27:00,failed_err30006_landline,AGT-136,
L-20161,HomeFlow,2026-05-17 19:25:00,Kevin,Lewis,448-533-7161,kevin.lewis73@example.com,TRUE,TRUE,75217,seller,new,A-1297,L-20161,sms,2026-05-17 19:34:00,failed_err30006_landline,AGT-136,
L-20161,HomeFlow,2026-05-17 19:25:00,Kevin,Lewis,448-533-7161,kevin.lewis73@example.com,TRUE,TRUE,75217,seller,new,A-1298,L-20161,sms,2026-05-17 19:41:00,failed_err30006_landline,AGT-136,
L-20088,AgentMatch Pro,2026-05-05 18:54:00,John,Johnson,856-692-7081,john.johnson11@example.com,TRUE,TRUE,37211,buyer,new,A-1175,L-20088,call,2026-05-05 19:04:00,voicemail,AGT-110,
L-20088,AgentMatch Pro,2026-05-05 18:54:00,John,Johnson,856-692-7081,john.johnson11@example.com,TRUE,TRUE,37211,buyer,new,A-1176,L-20088,sms,2026-05-05 19:09:00,delivered,AGT-110,
L-20034,SellFast Direct,2026-05-04 18:34:00,John,Clark,(631) 458-2341,john.clark29@example.com,TRUE,TRUE,63101,seller,new,A-1070,L-20034,call,2026-05-04 18:39:00,voicemail,AGT-113,
L-20034,SellFast Direct,2026-05-04 18:34:00,John,Clark,(631) 458-2341,john.clark29@example.com,TRUE,TRUE,63101,seller,new,A-1071,L-20034,sms,2026-05-04 18:46:00,delivered,AGT-113,
L-20034,SellFast Direct,2026-05-04 18:34:00,John,Clark,(631) 458-2341,john.clark29@example.com,TRUE,TRUE,63101,seller,new,A-1072,L-20034,call,2026-05-04 23:39:00,no_answer,AGT-113,
L-20052,HomeFlow,2026-05-16 15:17:00,Michael,Hall,271.482.7798,michael.hall39@example.com,FALSE,TRUE,75217,buyer,new,A-1105,L-20052,call,2026-05-16 15:21:00,no_answer,AGT-129,
L-20052,HomeFlow,2026-05-16 15:17:00,Michael,Hall,271.482.7798,michael.hall39@example.com,FALSE,TRUE,75217,buyer,new,A-1106,L-20052,call,2026-05-16 23:21:00,no_answer,AGT-129,
L-20085,AgentMatch Pro,2026-05-16 15:53:00,Michael,Jones,+12795022657,michael.jones85@example.com,TRUE,TRUE,75217,seller,new,A-1172,L-20085,call,2026-05-16 16:04:00,completed,AGT-125,
L-20001,LeadBridge,2026-05-07 9:47:00,Eric,Brown,(225) 959-5506,eric.brown70@example.com,TRUE,TRUE,75217,buyer,new,A-1001,L-20001,call,2026-05-07 9:49:00,completed,AGT-102,
L-20196,LeadBridge,2026-05-13 12:07:00,Heather,Harris,527-477-2276,heather.harris7@example.com,TRUE,TRUE,85032,seller,new,A-1358,L-20196,call,2026-05-13 15:59:00,voicemail,AGT-105,
L-20196,LeadBridge,2026-05-13 12:07:00,Heather,Harris,527-477-2276,heather.harris7@example.com,TRUE,TRUE,85032,seller,new,A-1359,L-20196,sms,2026-05-13 16:11:00,delivered,AGT-105,
L-20204,LeadBridge,2026-05-13 16:16:00,Tony,Wilson,(581) 902-2376,tony.wilson10@example.com,TRUE,TRUE,78704,seller,new,A-1374,L-20204,call,2026-05-13 22:17:00,voicemail,AGT-129,
L-20204,LeadBridge,2026-05-13 16:16:00,Tony,Wilson,(581) 902-2376,tony.wilson10@example.com,TRUE,TRUE,78704,seller,new,A-1375,L-20204,sms,2026-05-13 22:22:00,delivered,AGT-129,
L-20006,LeadBridge,2026-05-07 18:35:00,Heather,Perez,669.346.5339,heather.perez55@example.com,TRUE,TRUE,43215,seller,new,A-1012,L-20006,call,2026-05-07 18:40:00,no_answer,AGT-109,
L-20006,LeadBridge,2026-05-07 18:35:00,Heather,Perez,669.346.5339,heather.perez55@example.com,TRUE,TRUE,43215,seller,new,A-1013,L-20006,sms,2026-05-07 18:45:00,delivered,AGT-109,
L-20166,HomeFlow,2026-05-11 8:28:00,Matt,Lewis,+14117338912,matt.lewis58@example.com,TRUE,TRUE,78704,seller,new,A-1311,L-20166,sms,2026-05-11 8:31:00,failed_err30006_landline,AGT-103,
L-20166,HomeFlow,2026-05-11 8:28:00,Matt,Lewis,+14117338912,matt.lewis58@example.com,TRUE,TRUE,78704,seller,new,A-1312,L-20166,sms,2026-05-11 8:38:00,failed_err30006_landline,AGT-103,
L-20175,OfferNest,2026-05-16 18:28:00,John,Clark,(756) 575-9880,john.clark55@example.com,TRUE,TRUE,85032,seller,new,A-1328,L-20175,call,2026-05-16 18:30:00,no_answer,AGT-129,
L-20167,ListingLoop,2026-05-07 15:11:00,Diana,Hernandez,863.311.3692,diana.hernandez43@example.com,TRUE,TRUE,43215,buyer,new,A-1313,L-20167,sms,2026-05-07 15:19:00,failed_err30006_landline,AGT-115,
L-20167,ListingLoop,2026-05-07 15:11:00,Diana,Hernandez,863.311.3692,diana.hernandez43@example.com,TRUE,TRUE,43215,buyer,new,A-1314,L-20167,sms,2026-05-07 15:26:00,failed_err30006_landline,AGT-115,
L-20024,SellFast Direct,2026-05-13 10:16:00,Chris,Anderson,820.723.2894,chris.anderson67@example.com,TRUE,TRUE,85032,seller,new,A-1052,L-20024,call,2026-05-13 10:24:00,voicemail,AGT-105,
L-20024,SellFast Direct,2026-05-13 10:16:00,Chris,Anderson,820.723.2894,chris.anderson67@example.com,TRUE,TRUE,85032,seller,new,A-1053,L-20024,sms,2026-05-13 10:37:00,delivered,AGT-105,
L-20024,SellFast Direct,2026-05-13 10:16:00,Chris,Anderson,820.723.2894,chris.anderson67@example.com,TRUE,TRUE,85032,seller,new,A-1054,L-20024,call,2026-05-13 17:24:00,no_answer,AGT-105,
L-20010,LeadBridge,2026-05-06 17:30:00,Amanda,Walker,270.978.9727,amanda.walker68@example.com,,TRUE,43215,seller,new,A-1019,L-20010,call,2026-05-06 17:40:00,no_answer,AGT-113,
L-20010,LeadBridge,2026-05-06 17:30:00,Amanda,Walker,270.978.9727,amanda.walker68@example.com,,TRUE,43215,seller,new,A-1020,L-20010,call,2026-05-07 0:40:00,no_answer,AGT-113,
L-20126,OfferNest,2026-05-09 7:00:00,Heather,Young,3796273880,,,TRUE,89108,seller,new,A-1216,L-20126,call,2026-05-09 7:06:00,completed,AGT-103,
